@relation artificial_weekend.arff

@attribute t1 numeric
@attribute t2 numeric
@attribute hum numeric
@attribute windspeed numeric
@attribute class {0,1}

@data
13,13,67,36,1
13,13,67,34,1
12.5,12.5,69.5,38,1
13,13,65,40,1
13.5,13.5,65,37,1
13,13,69.5,38,1
13,13,63,45,0
13,13,63,42.5,0
13,13,61,41.5,0
13,13,63,38,0
13,13,65,35,0
13,13,67,34,0
13,13,69.5,31.5,0
13,13,72,35,0
13,13,79.5,30.5,0
13,13,77,25,0
13,13,79.5,25,0
13,13,85,28,0
13.5,13.5,85,22.5,0
14,14,77,26,0
14.5,14.5,70,32,0
15,15,68,28,1
14,14,74.5,29,1
13.5,13.5,82,21,1
14,14,77,23,1
14,14,79.5,22,1
14,14,82,17,1
13,13,88,15,1
13,13,94,14,1
13,13,94,13,0
13,13,94,9,0
13,13,88,13,0
14,14,85,12,0
13,13,94,15,0
7,4,78.5,16,0
7,5,76,13,0
7,6,76,6,0
8,7,71,6.5,0
8,7,71,6,0
8.5,7.5,73.5,6,0
10.5,10,82,12,1
12,12,82,20,1
13,13,77,26,1
13.5,13.5,69.5,33,1
14,14,67,33,1
14,14,67,32,1
14,14,72,34,1
13.5,13.5,74.5,32.5,1
14,14,69.5,33,1
14,14,67,32,0
14,14,69.5,31.5,0
14,14,72,31,0
14,14,72,32,0
13.5,13.5,74.5,32,0
12,10.5,77,25,0
8,6,87,11,0
7.5,6,90,8,0
7,6,93,6.5,0
7,5.5,93,8,0
7,5,93,10,0
7,5,93,12,0
7,4,93,16,0
7,5,93,12,0
7,4.5,93,14,0
7.5,5,93,13,0
8,6,93,11,0
8.5,6.5,93.5,12,1
9,8,94,8,1
9,8,94,6.5,1
9,8,94,9,1
9,7.5,94,10,1
9,8,94,9,1
9.5,9,97,6.5,0
10,10,94,6,0
10,10,88,5,0
10,8,85,12,0
9,8,87,7,0
8.5,7,87,8.5,0
14,14,82,19.5,0
14,14,85,23,0
14,14,88,21.5,0
15,15,85,25,0
15,15,88,25,0
15,15,88,26,0
15.5,15.5,85.5,25,0
15.5,15.5,85.5,18.5,0
15,15,79.5,22,0
15,15,77,20.5,0
16,16,72,28,1
16.5,16.5,70,25,1
16.5,16.5,68,24,1
16,16,68,22,1
16,16,68,24,1
16,16,68,20.5,1
16,16,68,26,1
16,16,65.5,19.5,1
16,16,63,19.5,1
16,16,63,19.5,0
15,15,68,20,0
15,15,68,19.5,0
15,15,68,18.5,0
15,15,68,24,0
15,15,68,20,0
15.5,15.5,61,24,0
16,16,59,26,0
15.5,15.5,65.5,28,0
15,15,68,26,0
14.5,14.5,70,24,0
14,14,67,24,0
13,13,72,21.5,0
13,13,74.5,19,0
13,13,77,19.5,0
13,13,77,20,0
13.5,13.5,77,20.5,1
12.5,12.5,77,23.5,1
13,13,77,16.5,1
12.5,12.5,77,19.5,1
12,12,79.5,17.5,0
11,11,85,19.5,0
11,11,82,16,0
11,11,82,16,0
11,11,82,17,0
11,11,79.5,17,0
10.5,9.5,76.5,16.5,0
10,8,76,17,0
10,7.5,73.5,20.5,0
16,16,72,31.5,0
15.5,15.5,72.5,28.5,0
15,15,77,26,0
15,15,77,24,0
15,15,82,23,0
14,14,88,25,0
14,14,88,22,0
14,14,82,22,0
15,15,77,26,0
15,15,72,30,0
15,15,74.5,28,0
15,15,72,25,0
15,15,72,30,1
15,15,72,27.5,1
15,15,68,26,1
15,15,68,22,0
14,14,72,26,0
14,14,72,31.5,0
14.5,14.5,70,30.5,0
14.5,14.5,70,28,0
14.5,14.5,70,31.5,0
15,15,68,32,0
14,14,72,30.5,0
14.5,14.5,70,31.5,0
15,15,70,31.5,0
14.5,14.5,74.5,30.5,0
15,15,72,31.5,0
15,15,72,31,0
14.5,14.5,74.5,30.5,0
15,15,72,31,0
14,14,82,29.5,0
14,14,85,26,0
14,14,88,26,0
14.5,14.5,85,26,0
15,15,82,30,0
15,15,82,25,0
15,15,82,19.5,0
15,15,82,20.5,0
15,15,79.5,20.5,1
15,15,82,20,0
14,14,88,15,0
14,14,88,15,0
14,14,85,14,0
14,14,82,12,0
14,14,82,14,0
13.5,13.5,85,8,0
13,13,85,13,0
12,12,88,8,0
9,6,87,24,0
9,6,87,20,0
9,6,90.5,18.5,0
10,7.5,88,19.5,0
10,7.5,88,19.5,0
10,7.5,88,19.5,0
10,7.5,88,19.5,0
10,7,88,23,0
10.5,9,85,20,0
11,11,82,21.5,0
11,11,82,21,0
11,11,82,25,0
11,11,82,25,0
11,11,88,25,0
10,7,94,22,0
11,11,88,17,0
11.5,11.5,91,13,0
11,11,91,16,0
11,11,88,21.5,0
11,11,88,26,0
11,11,88,28,0
11,11,88,27,0
11,11,82,24,0
11,11,85,23,0
10.5,9,91,23,0
9.5,6,87.5,28.5,0
9,5,84.5,28,0
8.5,4.5,76,26,0
8,5,71,17,0
7.5,5.5,71,12,0
7,5.5,71,9,0
7,5,73.5,9,0
8,5,79,15,0
9,6,84.5,19,0
10,7,82,23,0
9,6,87,26,0
9,5.5,87,27,0
9,6,87,26,0
9.5,6.5,84.5,24,0
10,8,85,14,0
9.5,8,84.5,10,0
9,8,87,6.5,0
9,8,87,7,0
8.5,7.5,90,6.5,0
8,6.5,87,8,0
7,6,93,7,0
8,6.5,87,8,0
8,6.5,87,9,0
9,6.5,79,16,0
9,6.5,84.5,16,0
9,7,87,13,0
9,6.5,82,16,0
9,7.5,82,10,0
9,7,84.5,12,0
9,7.5,84.5,10,0
9,7.5,82,11,0
9,7,84.5,15,0
9.5,7,82,18,0
10,8,85,14,1
11,11,82,15,1
11,11,82,14,1
11,11,79.5,17.5,1
11,11,77,19,1
11,11,77,19.5,1
11,11,77,26,1
10.5,9,85,24,0
11,11,77,26,0
10.5,9,82.5,26,0
11,11,77,23,0
7.5,3,81.5,33.5,0
7.5,4,78.5,21,0
7.5,4.5,78.5,17.5,0
7,3.5,81,24.5,0
7,3,76,23,0
7,3.5,76,20.5,0
7,3,76,23,0
7.5,4.5,73.5,21,0
8,5,71,19.5,0
7.5,4,73.5,24,0
7,3.5,76,21,0
7,4,76,19.5,0
7,3,78.5,23,0
7,3.5,78.5,21,0
8.5,5.5,71,20.5,1
9,6,66,23,1
8.5,5.5,71,19.5,1
8,5,71,18,1
8,4.5,68.5,21.5,1
6.5,3.5,73.5,18,1
6.5,3.5,76,16,1
6.5,4,78.5,14,0
6,3,81,15,0
6.5,4.5,78.5,10,0
7,5,81,11,0
7,4.5,81,16.5,0
7,5,76,11,0
3,-1,81,15,0
3,-1,81,16,0
3,0,81,11,0
2.5,-0.5,81,10,0
2,-0.5,81,8.5,0
2,-0.5,75,8.5,0
2,-1,75,10,0
2,-1,75,10,0
2,-0.5,75,9,0
2,-1,75,10,0
3,0.5,70,10,1
4,1,70,12,1
4,1,70,11,1
5,2,66,12,1
5,2,68,12,1
5,2,66,12,1
4,2,70,8,1
3,1,75,7,1
3.5,0.5,75,10,1
3,2.5,78,5,0
3,2,81,6,0
3,3,81,2,0
3,1,81,7,0
2.5,0,84,7.5,0
2,1,87,5,0
2,1,87,3.5,0
2,2,87,0,0
1,-1,93,6.5,0
1,-2,93,9,0
1,0,93,5.5,0
2,0,84,6.5,0
2,0,84,7,0
2,0,87,6.5,0
2,1,87,5.5,0
2.5,0.5,84,6.5,0
3,0.5,81,8,1
4,2,75,8,1
4,2,75,9,1
4,2,81,7,1
4,1.5,81,10,1
4,1,81,11,1
4,0.5,75,15,0
4,1,70,14,0
4,0.5,65,16,0
4,1,67.5,14,0
4,1,70,14,0
4,1,70,14,0
4.5,1.5,70,16,0
8,5,84.5,20,0
8,5,84.5,21,0
8,5,84.5,18.5,0
8,5.5,82,14.5,0
7.5,5,84.5,13,0
7,5,87,10,0
7.5,6,87,8,0
7.5,5,87,13,0
7,5.5,87,8,0
8,7,87.5,6,0
8.5,7.5,87,6.5,1
10.5,10,79.5,12,1
9,5.5,87,22.5,1
10.5,10,79.5,11,1
11,11,77,13,1
10.5,9.5,79.5,14,1
9,7,82,13,1
9,7,82,13,1
8.5,7,82,11,1
8.5,6.5,82,12,0
9,7,82,14,0
9,6,82,18,0
9,6.5,87,17,0
9.5,7,84.5,19.5,0
10,8,88,19,0
10,8,88,19,0
10,7.5,91,18.5,0
10.5,9,91,22,0
11,11,91,19,0
11,11,94,18.5,0
11.5,11.5,91,16,0
12,12,88,14,0
12,12,94,15,0
12,12,94,15,0
13,13,88,14,0
14,14,82,17,1
15,15,82,12,1
15,15,82,18.5,1
14,14,85,19,1
14,14,85,15,1
13.5,13.5,85,16,1
13.5,13.5,85,11,1
13,13,88,14,1
13,13,88,13,0
13,13,88,9,0
13,13,88,10.5,0
12.5,12.5,91,7,0
12,12,88,7.5,0
11.5,11.5,85,39,0
11.5,11.5,85,34,0
12,12,82,33,0
10.5,8.5,85,33,0
10,7,82,24,0
10,7.5,82,21.5,0
9,5.5,76,28.5,0
9,6,76,25,0
9,6,73.5,22,0
8,4.5,76,22,0
8,4,73.5,25,1
8,4,66,35,1
7.5,3,47.5,34,1
8,4,50,32,1
8,4,48,29.5,1
8,4,46,30.5,1
7,3,49,28,1
7,4,53,19.5,1
7,3,53,25,0
6,2,63.5,22,0
6,2,66,21,0
6,2,68.5,26,0
6,2,68.5,22,0
5.5,2,73.5,17.5,0
5,1.5,76,18.5,0
6,2.5,71,19.5,0
6,2.5,71,19.5,0
6,3,71,13,0
6,3,76,13,0
6,4,76,9,0
6,4,76,10,0
7,5,78.5,10,0
7.5,4.5,78.5,15,0
7,5,90,10,0
8,6,93,10,0
10,9,91,18.5,0
11.5,11.5,85,27,0
13,13,82,29,1
13.5,13.5,79.5,26,1
14,14,77,30,1
14,14,77,33,1
14,14,77,30.5,1
14,14,77,36,0
14,14,77,35,0
13.5,13.5,79.5,37,0
13,13,82,31.5,0
13,13,82,31,0
13,13,77,28,0
11,11,74.5,28.5,0
10,7,82,26,0
10,7,82,24,0
10,7,88,23,0
10,7,88,22,0
10,7,88,20,0
11,11,77,20.5,0
10,7.5,88,17.5,0
11,11,79.5,27,0
11,11,77,29.5,0
12,12,72,33,1
12,12,72,40,1
12,12,69.5,37,1
12,12,67,41,1
13,13,63,37,1
13,13,63,41,1
13,13,63,36,1
13,13,59,41,1
12,12,63,38,0
11,11,69.5,36,0
10,7,79,29,0
10,6.5,82,31.5,0
10,6,88,37,0
8,4,84,30.5,0
7,4,78.5,19,0
7,4,76,15,0
7,4.5,81,14,0
7,4,78.5,18.5,0
7,4,76,19.5,0
7,4,76,17,0
6,2,76,22,0
6,2,76,23,0
6.5,2.5,73.5,25,0
7.5,3.5,68.5,29,0
9,5,60,32,1
10,6,58,38,1
10,6,56,36,1
10,6,54,35,1
9.5,6.5,62,24,1
10,7,54,30,1
9.5,5.5,56,32,1
9,5,66,31.5,1
8,4,76,30,0
8,4,82,31,0
8.5,4,82,38,0
10,6,82,39,0
10,6,85,32,0
3,1.5,93,6.5,0
3,2,90,5.5,0
2,0.5,90,7.5,0
2,0.5,90,6.5,0
3,-0.5,87,14,0
2.5,-1.5,90,17,0
3.5,-1.5,87,23,0
4,-1,87,27,0
4,-1,87,29,0
5,0,76,30,0
5,0,81,31,0
5,0,81,29.5,0
5,0,87,30,0
5,0,84,29,0
5,0.5,81,25,0
5.5,1.5,78.5,23,0
5,1.5,81,18,0
5,2,87,14,0
5,2,87,14,0
5,2,87,13,0
5,2,87,14,0
5,2,87,12,0
5,2,84,13,0
4.5,1.5,84,11,0
4,2,87,8,0
4,2,90,8,0
4,2,93,7,0
4,2,90,7,0
4,2,87,7,0
3.5,0.5,87,12,0
3,0,87,11,0
4,1,81,13,0
4,1,81,15,0
4.5,1,78.5,18,0
5.5,1.5,73.5,21,1
6,2,71,23,1
6.5,2.5,59,24,1
6.5,2.5,59,21,1
6.5,3,57,20,1
6,2,57,22,1
5,1,55,19.5,1
5,1,53,22,1
4,0,56,20,0
4,0,61,18,0
4,0,63,21,0
3,-1,70,17,0
3,-1,75,15,0
2.5,-1.5,78,14,0
10,7,88,21,0
10,7,88,24,0
10,7.5,88,21.5,0
10,7,82,27,0
10,7,79,24,0
9.5,6.5,79,21,0
10,7,76,20,0
9.5,6.5,79,21,0
11,11,74.5,25,0
11.5,11.5,65,30,1
12,12,58,29,1
12,12,67,28,1
10.5,9,88,27.5,0
11,11,88,30,0
11,11,94,31,0
11.5,11.5,91,32,0
12,12,88,31,0
12,12,88,33,0
12,12,88,35,0
12.5,12.5,79.5,39,0
13,13,77,36,0
13,13,77,31,0
13,13,77,26,0
13,13,77,29.5,0
13,13,77,31.5,0
12.5,12.5,79.5,30.5,0
11.5,11.5,88,24,0
12,12,88,23,0
12,12,88,26,0
12,12,88,33,0
12.5,12.5,82.5,34,0
13,13,79.5,33,0
13,13,79.5,30.5,0
13,13,82,31,0
13,13,82,32,1
14,14,77,30.5,1
14.5,14.5,74.5,40,1
15,15,72,36,1
15,15,72,35,1
15,15,72,34,1
14.5,14.5,74.5,31.5,1
13.5,13.5,79.5,25,1
13,13,77,28,0
13.5,13.5,74.5,30,0
13,13,77,30.5,0
12.5,12.5,82.5,30.5,0
13,13,77,30,0
4.5,2.5,75.5,8.5,0
4.5,2,72.5,10,0
4.5,3,70.5,7.5,0
4,2,75,7,0
4,2,70,7,0
4,1.5,70,10,0
4,1.5,72.5,12,0
4,0.5,70,16,0
5,2,61,17,0
5,1.5,63.5,17,0
6,2.5,57,19.5,1
6,2,59,24,1
6,1.5,51,29,1
6,2,51,26,1
6,1,53,30,1
6,2,53,26,1
6,2,51,22,1
5.5,1.5,55,23,1
5,1,57,19.5,0
5,1,59,19.5,0
4,0,65,20,0
4,0,65,18,0
4,0,65,18.5,0
4,0,70,19.5,0
4,0,70,18,0
3.5,-0.5,72.5,18,0
3,-1,72.5,18,0
3,-1,70,19,0
3,-1,70,17,0
3,-1,75,19,0
3,-1,75,17,0
4,0,75,18,0
4,0,75,18,0
5,2,70,17,0
6,2,66,21,0
6.5,2.5,61.5,25,1
7,3,51.5,28,1
7.5,3.5,46,30,1
8,4,43,28,1
7.5,3.5,48,27,1
7,3,49,22,1
6.5,3.5,51,18.5,1
6,3,57,19,0
5,1.5,66,16,0
5,2,66,16,0
5,2,68,15,0
5,2,70,12,0
4,1,75,14,0
2.5,2,78,3,0
2.5,1.5,78,5,0
2,1,81,5,0
2,-0.5,78,7.5,0
1,-1,87,6.5,0
1,-1,87,6.5,0
1.5,-1,87,8,0
2,-1,87,10,0
3,0,81,13,0
3.5,0,84,16,0
4,0,87,19,0
5,1,81,19,0
6,2,73.5,21,1
7,3,68.5,22,1
6,2.5,76,23.5,1
6.5,3,66,22,1
5.5,1,76.5,25,1
5,1.5,81.5,15.5,1
5,1.5,76,18,0
4,0.5,84,15,0
4,0,81,18,0
4,0,81,17,0
4,0,81,18.5,0
4,0,81,19,0
4,0,81,17,0
3,-1,84,17,0
3,-0.5,81,14,0
3,-0.5,81,14,0
3,-1,81,16,0
2.5,-1.5,84,16,0
2,-2,87,15,0
2.5,-0.5,84,11,0
3,-0.5,81,14,0
4,0.5,75,17.5,0
4,0,75,21,1
6,2.5,68,20,1
6.5,3,63.5,19.5,1
7,3.5,61,20.5,1
7,4,59,17,1
6,2.5,66.5,18,0
4.5,2,78.5,11,0
4.5,3.5,78.5,6,0
5,3,73,8,0
5,2,68,11,0
5,2.5,66,10,0
4.5,2.5,68,8,0
4,2,72.5,7,0
4,2.5,72.5,7.5,0
5,4,93,6,0
5,4.5,93,5,0
5,4,93,6,0
5,5,93,2,0
5,5,93,4,0
5,5,93,2,0
5,5,93,2,0
5.5,4.5,90,5.5,0
6,5,87,5.5,0
7,7,87,2,0
8,6.5,79,9,1
8.5,7.5,73.5,7,1
10,10,69,6,1
10.5,10.5,62,5,1
11,11,58,3,1
11,11,54,5,1
11,11,54,6.5,1
8.5,6,76.5,16,1
7,4,81,15,1
6,3.5,87,13,0
6,4,87,8,0
6,5,87,6,0
5,4.5,93,5,0
4.5,4,96.5,5,0
5,4.5,93,5,0
5,3.5,93,6.5,0
3.5,1.5,93,7,0
2,0,100,6.5,0
2,0,100,6.5,0
2.5,0.5,96.5,7.5,0
2.5,1,96.5,6.5,0
3,1,96.5,7,0
3.5,2,96.5,7.5,0
6,3.5,84.5,14.5,0
7.5,4,68.5,23,1
8.5,5.5,64,22,1
9,6,60,23,1
9,6,60,24,1
9,6,62,26,1
7.5,3.5,68.5,26,1
6.5,2.5,71,24,1
6,2.5,73.5,21.5,1
5,2,81,17,1
5,2,81,13,0
5,2,81,13,0
5,2,81,15,0
5,2,81,16,0
5,2,84,14,0
7,5,71,10,0
7,5,73.5,12,0
7,4.5,73.5,16,0
7,4.5,71,14,0
7,4,73.5,15,0
6,3.5,84,12,0
6,4,81,11,0
6,3.5,87,13,0
6.5,3.5,81.5,15,0
7,4,78.5,17,0
7.5,4.5,73.5,19,1
8,5,71,18,1
8.5,5.5,64,19,1
9,6,62,18.5,1
8.5,5.5,66.5,20.5,1
8,5,66,18,1
8,5,66,18,1
8,5,66,17,1
8,5,68.5,18,1
7,4,71,18.5,0
7,4,71,18,0
6,2,71,20,0
6.5,3.5,68.5,16,0
6.5,4,68.5,15,0
6,3,73.5,17,0
6,3,76,15,0
6,3.5,76,13,0
6,3,78.5,13,0
5.5,3,87,13,0
6,3.5,81,12,0
5.5,3,90,10,0
6,4,84,10,0
6,4,81,9,0
7,4.5,76,13,0
7,4.5,73.5,16,1
8.5,6.5,62,14,1
9,6,58,17,1
9.5,7.5,60,16,1
10,8,58,14,1
10.5,9.5,58,14,1
11,11,54,15,1
11,11,52,17,1
10.5,9.5,58,14,1
9.5,7.5,71.5,14,0
9,7,76,12,0
8.5,7.5,79,6.5,0
8,6.5,82,7.5,0
8,7.5,82,5,0
8,6,68.5,9,0
8.5,6.5,68.5,11,0
9,7,76,12,0
9,7.5,76,10,0
9,7,82,15,0
10,8,76,18,0
10,8,76,19,0
9,6,76,18,0
9,6,82,20,0
10,7,85,23,0
11,11,88,26,0
12,12,82,30.5,1
12,12,82,25,1
12.5,12.5,85,28,1
13,13,82,29,1
14,14,77,28.5,1
14,14,82,32,0
14,14,82,35,0
11.5,9,88,40,0
9,5,87,29.5,0
9,5,76,37,0
8.5,4.5,73.5,30.5,0
11,11,67,31,0
10.5,8.5,64.5,42.5,0
11,11,58,36,1
11,11,58,38,1
11,11,58,37,1
10,6.5,67,29.5,1
9.5,6.5,71.5,23.5,0
8.5,6.5,84.5,14,0
9,6,82,20,0
9,6,84.5,18.5,0
9,6,87,26,0
9,7,62,12,0
9,7,58,14,0
9,7,60,15,0
9,7,62,13,0
9,7,66,12,0
9,7,68.5,11,0
9,7,71,13,0
10,8,69,11,0
10.5,9.5,64.5,11,0
12,12,51,16,1
13,13,47,18,1
13.5,13.5,44,20,1
14,14,41,20,1
14.5,14.5,37.5,17,1
15,15,37.5,13,1
14.5,14.5,37.5,15,1
13.5,13.5,42.5,19,1
11.5,11.5,59,21,1
10.5,9.5,62.5,15,0
9,6.5,84.5,14,0
9,7,87,13,0
8,5,93,16,0
8,5,93,15,0
8,6,93,12,0
8.5,6.5,97,10,0
9,8,94,6.5,0
9,8,94,7.5,0
9,8,90.5,8,0
9,7,87,13,0
9,7.5,87,12,0
8.5,8,87,5,0
8,7,87,6.5,0
9,7.5,87,9.5,0
10.5,9.5,76.5,10,0
12,12,72,12,1
12.5,12.5,65,14,1
14,14,61,11,1
15,15,55,15,1
15,15,55,11,1
16,16,53.5,13,1
17,17,49,17,1
16,16,48,17,1
14.5,14.5,63,18.5,1
12.5,12.5,79.5,19.5,0
11,11,88,14,0
11,11,94,9,0
11,11,94,8,0
10.5,10.5,97,4.5,0
8,5,79,16,0
8,6,82,10,0
8,6,82,12,0
9,6.5,82,15,0
8.5,5.5,84.5,17,0
8.5,5.5,84.5,17,0
8,5,87,18.5,0
8,5,90,16,0
8,5.5,90,15,0
8,6,87,9,0
9,7,79,15,1
10.5,9.5,60.5,17,1
11,11,52.5,15,1
11.5,11.5,45.5,13,1
12,12,51,15,1
11,11,58,20.5,1
10.5,9,58,21,1
10,7.5,64.5,17.5,1
10.5,9,54,23,1
9.5,6.5,58,23,1
8,4.5,59.5,20.5,0
7,4.5,66,14,0
7,5,71,11,0
6,4,71,9,0
5.5,3.5,73.5,7,0
5,3,76,8,0
5.5,3.5,73.5,8,0
5,4.5,75.5,5,0
3.5,1,81,9,0
3.5,1,81,10,0
3,0,84,9,0
4.5,1.5,78.5,12,0
7.5,5,71,14,0
9.5,6.5,60,22,0
10.5,9,50.5,23,1
11.5,11.5,45.5,22,1
12,12,41,28,1
11.5,11.5,47,27.5,1
11,11,52,32,1
11,11,56,34,1
10.5,8.5,60,38,1
10.5,8.5,60,35,1
10,7,67,30,1
10,6.5,67,30.5,1
9,6,76,24,0
9,6,76,23,0
10,8,76,18,0
10,7,82,20,0
9,7,87,13,0
9,6,84.5,23,0
8,5,82,21,0
7.5,4.5,81.5,20,0
7,4,81,18,0
6,2,81,20,0
6,3,81,16,0
6,3,81,15,0
7,4,76,16,0
6,3,76,19,0
6,3,76,16,1
6,3,81,17,1
6,3,76,19,1
6.5,3.5,76,17,1
6.5,3.5,73.5,17,1
7.5,5,62,16,1
8,5.5,59.5,15,1
8.5,6.5,51.5,13,1
9,7,48,14,1
8.5,6,55.5,16,1
7,5,63.5,11,0
6.5,5,68.5,7,0
6,4,71,8,0
5.5,3,76,11,0
4.5,3,78.5,7.5,0
4,4,81,4,0
4,3,84,6.5,0
4,2,84,9,0
4,2,81,9,0
3,1,81,7,0
3,1,87,7,0
4.5,2.5,78.5,8,0
5.5,3,73.5,10,0
6.5,4.5,66,9,1
7.5,5.5,57,12,1
8.5,6.5,51.5,13,1
9,7,48,12,1
9.5,7.5,43,12,1
10.5,9.5,42,13,1
11,11,38,8,1
11,11,39.5,10,1
11,11,39.5,9,1
12,12,33,7,1
11,11,38,8,1
10,10,47,4,0
10,10,47,5,0
9.5,9,48.5,7.5,0
8.5,6.5,51.5,10,0
7,5,76,12,0
7,5.5,81,8,0
6,4,84,10,0
6,4,81,11,0
5,2.5,87,10,0
5,2.5,87,10,0
4.5,1.5,90,13,0
6,3,81,15,0
6.5,3.5,76,17,0
7,4,71,19,1
8,5,62,18,1
8,5,62,22,1
8,5,66,15,1
9.5,7,54,17,1
9,6,50,24,1
9.5,7,46.5,20.5,1
9.5,7,48.5,19.5,1
9.5,6.5,41.5,18.5,1
10,8,40,17,1
9,7.5,50,10,1
8.5,7.5,51.5,6.5,0
8,7.5,53,5,0
8,7.5,55,5.5,0
8,7.5,55,5,0
7,6,63.5,6.5,0
7,6,66,6,0
7,6,66,7,0
7,6,66,7,0
5.5,2.5,78.5,13,0
4.5,1.5,84,15,0
4,1.5,87,10,0
4,1.5,87,10,0
4,1.5,87,10,0
6,3,76,14,0
7,4,59,18,1
8,5,53,17,1
8.5,5.5,46.5,19.5,1
9,5.5,46,24,1
9,6.5,46,15,1
9,6,50,21,1
9,6,50,18,1
9,6.5,48,16,1
9,7,54,13,1
9,7.5,60,12,1
8.5,7.5,69,7,0
7.5,7,78.5,5.5,0
8,6,76,10,0
8,5.5,76,14,0
7,5,68.5,11,0
6.5,4.5,68.5,9,0
6,4,71,11,0
5.5,3.5,73.5,9,0
5,3,76,8,0
5,2.5,76,10,0
5,3,76,8,0
6,3.5,73.5,11,0
8,6,66,9,0
9.5,8,60,10,1
10,8,50.5,13,1
11,11,41,17,1
12,12,35,15,1
12,12,35,15,1
12.5,12.5,34,18,1
13,13,33.5,13,1
12,12,42.5,23.5,1
11.5,11.5,41,18.5,1
12,12,38,16,1
11.5,11.5,45.5,15,1
10.5,9.5,50.5,12,1
9.5,8,60,9.5,0
9,8,62,6.5,0
8,7,66,6.5,0
7.5,7,68.5,5,0
7,6.5,71,5.5,0
6,4,76,7,0
6,5.5,76,5,0
5,3.5,81,6.5,0
5,3,81,8,0
5.5,4.5,78.5,6,0
7,6,71,6,0
9.5,9.5,64,5,0
11.5,11.5,52.5,7,0
13,13,44,11,1
13.5,13.5,41.5,14,1
14.5,14.5,36.5,15,1
15.5,15.5,32.5,15,1
16.5,16.5,29.5,16,1
16,16,36.5,20.5,1
15.5,15.5,42,22,1
15,15,48,19.5,1
14.5,14.5,49.5,21,1
13.5,13.5,51,20.5,1
12.5,12.5,59,17,1
12,12,63,16,0
11,11,72,15,0
11,11,74.5,15,0
13.5,13.5,79.5,13,0
13,13,82,11,0
12,12,88,8,0
12,12,88,7,0
12,12,88,8,0
12,12,85,8,0
12,12,88,9,0
13.5,13.5,79.5,6.5,0
15,15,72,11,0
18.5,18.5,62,10,1
19,19,64,11,1
21.5,21.5,55,12,1
23.5,23.5,44,12,1
23,23,48.5,18,1
22.5,22,47,25,1
22,21,44,22.5,1
21,21,46,20,1
21,21,44.5,19.5,1
21,21,41.5,23,1
20.5,20.5,43,15,1
19,19,50.5,13,1
18,18,56,14,1
17,17,59,13,1
16,16,65.5,10,1
15,15,68,6.5,0
14.5,14.5,70,10,0
13.5,13.5,74.5,13,0
14,14,72,8,0
13,13,77,8.5,0
13,13,79.5,8,0
13.5,13.5,79.5,11,0
15.5,15.5,68,14,0
17.5,17.5,64,12,0
20.5,20.5,54.5,15,1
23,23,45.5,18,1
23.5,23.5,44,19,1
25,25,36,26,1
26,26,37,24,1
26,26,37,21,1
26,26,37,19.5,1
24,24,42.5,20,1
24,24,42.5,26,1
22.5,22,45.5,24,1
21,21,51.5,16.5,1
19.5,19.5,54.5,19.5,1
17.5,17.5,62,12,1
17,17,66,11,0
17,17,63.5,11,0
10,7.5,62,18.5,0
9.5,7,69,19.5,0
9,6.5,68.5,15,0
9,6.5,66,15,0
9,6.5,64,15,0
9,7,58,12,0
8,5,68.5,15,0
8.5,6,62,15,0
8.5,6,62,15,0
9,6,58,17,1
9.5,7,54,17,1
10,8,52,13,1
11,11,50,17,1
11.5,11.5,50.5,15,1
12,12,47,15,1
12,12,45.5,17,1
12,12,47,18,1
12.5,12.5,44,13,1
12.5,12.5,45.5,15,1
12.5,12.5,47.5,12,1
11.5,11.5,54.5,11,1
10.5,10,60,9,0
10,9.5,62,6.5,0
10,9.5,64.5,6.5,0
8.5,7.5,68.5,7,0
8,6.5,71,7.5,0
8,7,68.5,6.5,0
7,7,78.5,4,0
7.5,7.5,78.5,2,0
7,7,78.5,4,0
7.5,6,78.5,8,0
9.5,9,66.5,3,0
11.5,11.5,60,10,0
12.5,12.5,59,10,1
14,14,48,14,1
14.5,14.5,48,16.5,1
15,15,42,18,1
16,16,37.5,18,1
16,16,39,13,1
16,16,36,18,1
16.5,16.5,38,19,1
16,16,42,18,1
16,16,42,16,1
15,15,45,12,1
15,15,45,13,1
13,13,72,24,1
11.5,11.5,77,21,0
11,11,79.5,15,0
14,14,77,16,0
14,14,77,18.5,0
14,14,82,16,0
14,14,88,13,0
15,15,82,18,0
15,15,79.5,21.5,0
15,15,77,23,0
15.5,15.5,74.5,21,0
15,15,77,24,0
15.5,15.5,74.5,24,1
16,16,72,25,1
16.5,16.5,70,25,1
17.5,17.5,62,26.5,1
18,18,62,25,1
18,18,62,28,1
17.5,17.5,68.5,27,1
17,17,72.5,23.5,1
16.5,16.5,78,20.5,1
16.5,16.5,75,15,1
17,17,73,7.5,1
17,17,70.5,9,1
16,16,72,9,1
16,16,77,12,0
16,16,74.5,14,0
15,15,77,18,0
14,14,82,16,0
14,14,79.5,12,0
13.5,13.5,77,6.5,0
13,13,77,2,0
13,13,77,6.5,0
13,13,77,12,0
13,13,74.5,11,0
14.5,14.5,65,6.5,0
15.5,15.5,61,9,1
16.5,16.5,57.5,10,1
17,17,52,10,1
18,18,47.5,9,1
19,19,43,8,1
18.5,18.5,44.5,9,1
18,18,49,10,1
18,18,49,10,1
