@relation artificial_weekday.arff

@attribute t1 numeric
@attribute t2 numeric
@attribute hum numeric
@attribute windspeed numeric
@attribute class {0,1}

@data
12,12,79.5,19.5,0
12,12,82,20,0
13,13,77,20,0
13,13,74.5,23,0
13,13,72,25,0
13,13,67,29,0
14,14,61,30.5,0
14,14,59,30.5,0
14,14,59,33.5,1
14,14,59,28,0
14,14,59,28,0
14,14,57,30.5,0
13.5,13.5,55,29,1
13,13,55,29.5,1
13,13,57,30.5,1
13,13,59,28,1
12.5,12.5,63,26.5,1
11,11,77,25,1
11.5,11.5,67.5,21,0
11,11,79.5,22,0
10.5,9.5,85,19.5,0
11,11,85,18,0
11,11,88,16,0
11,11,88,19.5,0
10,7.5,79,21.5,0
9.5,7,79,19.5,0
9,6,79,18.5,0
9.5,6.5,71.5,18.5,0
9.5,6.5,64,26,0
9,5.5,71,27,0
9,5.5,68.5,27,0
9,5.5,66,26,0
9,5.5,66,26,0
9.5,6,62,27,0
10,7,58,25,0
11,11,56,21.5,1
11,11,60,26,1
11,11,62,23,1
12,12,58,30,1
11,11,62,25,1
11,11,64.5,24,1
10.5,8.5,74.5,31.5,0
9,6,79,19.5,0
9,6,76,21,0
8,5,82,18,0
8,5,73.5,19.5,0
7,3,76,24,0
7,4.5,76,16.5,0
8,6,87,10,0
8,6,84.5,13,0
8,6,82,11,0
8,6,82,12,0
8,6,82,10,0
8,6,84.5,11,0
8,6,87,11,0
8,6,84.5,12,1
8.5,6.5,82,14,1
9,7,84.5,14,1
10,8,82,16,0
10.5,9.5,77,17,0
11,11,74.5,17,0
10,8,82,13,0
10,9,79,8,0
9.5,8,84.5,10,1
9,7.5,87,10,1
9,7,84.5,11,1
8.5,6.5,82,11,1
9,7,76,12,1
9,6.5,82,15,0
8,5.5,87,14,0
9,7,82,15,0
9,7,82,13,0
9,6.5,87,16,0
9,6.5,87,14,0
9,6.5,84.5,15,0
9,8,84.5,9,0
9,7.5,87,10,0
9,8,84.5,8,0
8.5,7.5,87,6.5,0
8.5,7.5,84.5,8,1
8,7,90,7,1
8.5,7.5,87,6.5,1
10,10,82,5,0
10,9,82,9,0
10.5,10,79.5,11,0
10.5,9.5,79.5,10,1
10,9.5,82,7.5,0
10,9.5,82,5.5,1
9.5,8.5,84.5,6.5,1
9,8,87,7,1
9.5,9,84.5,6,1
9,8,87,8,1
8.5,7.5,90,8,0
8,7,90,7,0
7.5,6.5,90,6.5,0
6,5,93,5.5,0
6,5.5,93,3,0
7,6,87,7,0
6.5,5,90,7.5,0
6.5,6,93,5,0
6.5,5.5,96.5,5.5,0
6,5,100,5.5,0
7,7,93,4,0
7,6.5,93,5,1
7,6.5,93,3,1
7,5.5,93,9,1
7,5,93,10,0
7,5.5,93,8.5,0
8,7,87,6.5,0
8,7,87,6.5,1
8,7,87,6,0
8,7.5,87,5,0
8,7,84.5,6.5,1
8,7,82,6,1
8,7,82,6.5,1
7,6,90,7,1
7,6,87,6.5,0
6,4.5,93,6.5,0
6,4,93,9,0
6.5,4,90,12,0
7,4,87,15,0
8,5.5,87,14,0
9,6,82,17,0
9,6,82,19.5,0
9,5.5,76,24,0
8,5,87,22,0
8,4.5,87,20.5,0
8.5,6,90,15,0
9,7.5,87,10.5,1
10,8.5,91,9,1
11,11,88,19.5,0
10,6.5,88,28.5,0
8,3,82,44,0
8.5,3.5,69,47,0
8.5,3.5,62,43,0
8,3.5,62,37,0
8,4,59.5,29.5,1
7.5,3.5,59,29.5,1
7,3,61,28,1
7,3,61,24,1
6,2,66,25,0
6,2,66,26,0
5,2,70,16,0
5,1.5,76,18,0
5,1.5,76,18,0
5,2,76,15,0
5,2,76,12,0
4,2,81,9,0
5,2.5,76,10,0
5,3,76,8,0
5,4.5,78.5,5,0
6,4,78.5,10,1
7,5,76,12,1
7.5,4.5,78.5,15,1
8.5,6,73.5,14,0
9.5,6.5,69,18.5,0
10,7,67,21,0
10,8,67,17,1
9.5,7,71.5,17,0
9,7,79,12,1
8,6,82,11,1
8,6,84.5,12,1
8,6,87,11,1
8,6,84.5,11,1
8,6,82,10,0
8,6,84.5,11,0
8.5,7,84.5,9,0
9,6.5,82,15,0
7,5,78.5,11,0
6.5,4,87,11,0
7,4,87,18,0
7,4.5,87,15,0
7.5,4,87,23.5,0
7,4,81,17.5,0
7,3.5,84,19.5,0
7,5,87,9,1
7,6,87,6.5,1
8,5.5,82,16,1
7.5,4.5,81.5,19.5,0
7,4,84,17,0
7,4,81,18,0
7.5,4.5,78.5,17,1
8,5,76,18.5,0
8,5.5,76,15,0
7,4,81,16,1
7,4,84,18,1
7,4,81,18.5,1
7,3.5,78.5,21.5,1
7,4,78.5,18.5,0
6,3,87,16,0
6,3,87,18,0
6,3,81,18,0
5.5,2.5,84,18,0
5,1,87,20.5,0
5,1,87,20,0
5,1,87,21,0
5,0.5,84,24,0
5,0.5,84,24,0
5,0,81,28,0
5,0,81,28,1
5,0,81,29,1
6,2,76,27,1
7,3,68.5,28,0
7,3,68.5,28,0
7,3,71,29.5,0
8,4,68.5,28.5,1
7.5,3,73.5,32,0
7,3,76,27,0
7,2.5,73.5,30.5,1
7,2,73.5,36,1
7,2,76,35,1
7,2,76,38,1
7,3,76,29,0
6.5,2,78.5,32.5,0
6,1.5,81,28,0
6,1.5,78.5,26,0
6,2,78.5,24,0
6,2,78.5,24,0
6,1.5,76,28,0
6,2,73.5,24,0
5.5,1,70.5,25,0
5,1,70,21,0
4,0,75,20,0
4,0,75,22,1
4,0,75,20.5,1
5,1,73,19.5,1
6,2.5,71,19.5,1
6,3,66,16,0
6.5,3.5,63.5,17,1
7,4.5,59,16,1
7,4,59,17,1
7,5,59,11,1
6.5,4,63.5,12,1
6,3.5,66,12,1
6,3,71,14,1
6,3,76,16,1
6,3,78.5,14,1
6.5,3.5,76,15,0
6,3.5,81,13,0
6,3,81,14,0
6,3,81,17,0
6,2.5,87,18.5,0
5,1,87,19.5,0
5,1,84,19,0
4,0,87,19,0
3.5,-0.5,87,18,0
3,-2,87,20,0
3,-1.5,87,19.5,1
3.5,-0.5,84,18,1
4,-1,81,26,1
4.5,0.5,78.5,22,0
5,-0.5,76,33.5,0
5,0,78.5,31,0
5,0,73,32,0
6,1,66,30.5,0
5,-0.5,61,32.5,0
5,0,61,32.5,1
5,0,53,30.5,1
4,-2,56,36,1
4,-1,56,29,1
4,-1.5,58.5,32,0
4,-1,61,30.5,0
4,-1,61,27,0
4,-1,61,29,0
4,-1,67.5,26,0
3.5,-1.5,72.5,24,0
3,-2,75,24,0
3,-2,75,26,0
3,-2,81,23,0
3,-2,75,24,0
3,-2,75,23,0
3,-1.5,78,20.5,1
3,-1.5,75,19.5,1
3,-2,75,22,1
4,-0.5,67.5,23,0
4.5,0,65.5,25,0
5.5,1.5,55,25,1
6,2,53,24,1
6,2,57,26,1
6,2,55,23,1
5,2,63.5,16,1
5,1.5,66,18,1
4,0,72.5,19.5,1
4,0,75,17,1
4,0,72.5,21,0
4,0,70,18,0
3.5,0,78,14,0
3,0,81,13,0
4,1,78,15,0
4,1,81,13,0
4,1,81,12,0
4,1,81,12,0
4,1,81,14,0
4,1,78,15,0
3.5,0.5,78,12,0
3,0,81,9,1
3,0,81,13,1
3,-0.5,84,14,1
4,1,75,14,0
4,1,75,13,0
4.5,1,72.5,16,0
4,1,70,15,1
4,1,67.5,14,0
3.5,0.5,70,12,0
2.5,-0.5,72.5,10,1
2.5,-0.5,67.5,11,1
2,-1,65,10,1
1.5,-1,67.5,9,1
1,-1,72.5,6.5,0
0.5,-0.5,75,3,0
0,-2,75,6,0
0,-2,80,6,0
0,-1.5,80,5.5,0
-1,-1,86,4,0
-1,-2.5,80,3.5,0
-1,-1,86,2,0
-1,-1,83,0,0
-0.5,-1.5,83,3,0
-0.5,-0.5,80,4,0
-0.5,-0.5,83,2,1
0,0,80,0,1
0,-1,80,5,1
1.5,1.5,75.5,0,0
3.5,3.5,63,0,0
4,4,58.5,4,1
5,5,45.5,2,1
5,4.5,40.5,5,1
5,5,36,0,1
4,4,42,0,1
3,2.5,56,5,1
2.5,2.5,60,2,1
2,2,60,4,1
1,1,67.5,2,0
0.5,0.5,75,4,0
0,0,69,2,0
0,-2.5,75,7.5,0
0,0,75,2,0
-0.5,-1.5,77.5,5,0
-0.5,-0.5,75,4,0
-1,-4,77.5,7,0
-1,-3.5,75,6.5,0
-1,-1,75,4,0
-1,-3.5,77.5,7.5,0
-1,-4,80,8,1
-0.5,-3.5,80,8,1
0.5,-2,77.5,6.5,1
1.5,-0.5,78,7,0
2.5,2.5,72.5,4,0
4.5,4.5,68,2,1
5,4.5,70,5,1
5.5,4.5,68,6,1
5.5,4.5,68,6,1
4.5,2.5,72.5,8,1
4,2.5,75,6.5,1
3.5,2.5,78,6,1
2.5,2,81,5,1
1.5,1.5,90,4,1
1,1,90,4,0
1,0,90,3,0
1,0,87,5,0
0.5,-1,90,5.5,0
-0.5,-3.5,96.5,9,0
-1,-3.5,93,6.5,0
-1,-2.5,93,3.5,0
-0.5,-2,93,5.5,0
-1,-5,93,11,0
0,-3,87,7,0
1.5,-0.5,81,7,1
2.5,0,78,8,1
3.5,1.5,78,7,1
4.5,2.5,72.5,8,0
6,4,66,11,0
7,4,63.5,18.5,1
8,5,62,18.5,1
8,5,62,16,0
7.5,5.5,61.5,12,1
6.5,3.5,66,15,1
6,3,66,15,1
6,3,71,15,1
6,3.5,71,12,1
5,2,76,11,1
4,2,75,9,0
5,3,70,9,0
5,2,73,11,0
6,3,71,13,0
6,3,71,15,0
6,3.5,71,13,0
6,3.5,71,11,0
6,3,71,13,0
6,3,73.5,13,0
6.5,4,73.5,13,0
7,4.5,73.5,14,1
6.5,3.5,84,16,1
7,4,84,15,1
7,4.5,87,14,0
8,5.5,87,14,0
8.5,5.5,87,16,0
9,6.5,87,16,0
10,8,91,14,0
10.5,9.5,91,12,0
11,11,88,15,1
10.5,9.5,85,18,1
10,7,79,20,1
10,8,76,19,1
9.5,7,79,16,0
9,6,82,19,0
9,6,76,20,0
8.5,5.5,79,19.5,0
12.5,12.5,85,9,0
12,12,88,7,0
13,13,79.5,14,0
13,13,77,16.5,0
13,13,72,19.5,0
12.5,12.5,72,14,0
11.5,11.5,72,14,0
11,11,69.5,17.5,1
11,11,64.5,16.5,1
12,12,60.5,15,1
12.5,12.5,63,18.5,1
13,13,67,18,1
14,14,69.5,15.5,1
14,14,72,22,1
13.5,13.5,79.5,26,1
13,13,79.5,30.5,1
13,13,74.5,33,1
13,13,67,32.5,1
13,13,67,30.5,1
12,12,72,29,1
11,11,72,21,1
10,7,67,20,0
10,8,71,17,0
9,6,76,18.5,0
9,6.5,76,16,0
8,6,82,12,0
8,6,82,12,0
8,5,84.5,16,0
8,5.5,87,13,0
8,6,87,13,0
8.5,6,84.5,16,0
9.5,6.5,79,27,1
10,7,76,26,1
10,6.5,71,30.5,1
10,7,71,30,1
11,11,67,34,0
11,11,72,36,0
11,11,79.5,32,0
11,11,79.5,38,0
11,11,82,37,0
11,11,82,33,0
11,11,85,33,1
11.5,11.5,85,37,1
11.5,11.5,85,32,1
12,12,82,34,0
11.5,11.5,85,36,0
12,12,82,30,0
12,12,82,29.5,0
12,12,82,35,0
12,12,85,30.5,0
12,12,88,35,0
12,12,88,32,0
12,12,88,31,0
12,12,88,32.5,0
13,13,82,31,0
13,13,82,32.5,1
13,13,82,32,1
13,13,82,33,1
13.5,13.5,79.5,37,0
13,13,82,35,0
13,13,85,31,0
13,13,82,30.5,0
13,13,88,29.5,0
13,13,88,26,0
13.5,13.5,79.5,29,1
13,13,77,35,1
11.5,11.5,69.5,27,1
11,11,72,25,1
10,7,73.5,25,1
10,7,67,26,0
9.5,6.5,66.5,25,0
9,5.5,66,27.5,0
8,4,64,24,0
7.5,3.5,64,26,0
6.5,3.5,68.5,19.5,0
6,3,71,18,0
5.5,2.5,73.5,14,0
5,1.5,76,18,0
5,1.5,76,18.5,0
4,1,75,11,1
5,2,70,16,1
6.5,3.5,63.5,16.5,1
7.5,4.5,64,20,1
9,6,58,21,0
9.5,6.5,56,23,1
10,7,54,26,1
10,7,54,24,1
10,7,54,25,1
9,6,62,22,1
9,6,60,25,1
9,6,62,22,1
9,5.5,66,28,1
9,6,68.5,25,1
9,5.5,71,27,0
10,6,71,34,0
10,6,73.5,31,0
10,6,82,32,0
11,11,77,32,0
11,11,77,33,0
11,11,77,35,0
11.5,11.5,79.5,32,0
11.5,11.5,79.5,31,0
12,12,77,36,0
12,12,72,34,1
12,12,72,38,1
11.5,11.5,77,36,1
12,12,69.5,38,1
12,12,72,36,0
12,12,74.5,35,1
12,12,77,32,1
12,12,82,29.5,0
12,12,79.5,31.5,1
12,12,82,31,1
12,12,82,30,1
12,12,79.5,28,1
12,12,82,33,1
12.5,12.5,79.5,36,0
13,13,77,39,0
12,12,82,36,0
12,12,82,37,0
13,13,77,33,0
13,13,77,31.5,0
13,13,77,31.5,0
12.5,12.5,79.5,28.5,0
12,12,82,31,0
12,12,69.5,30.5,0
12.5,12.5,65,29.5,0
13,13,63,34,1
12,12,72,31,1
12.5,12.5,69.5,34,1
13,13,72,33,0
13,13,72,40,0
13.5,13.5,69.5,39,1
13.5,13.5,72,39,0
14.5,14.5,65,36,0
14,14,67,36,1
14,14,65,35,1
14,14,67,34,1
14,14,65,34,1
13,13,55,47,1
12,12,56,43.5,1
11.5,11.5,56,40.5,0
11,11,60,35,0
10,6,62,32,0
10,6,62,35,0
10,6,62,33,0
10,6.5,62,31.5,0
10,7,67,29,0
10,6.5,64.5,27.5,0
10,6,67,31,0
10,7,64.5,30,0
10,6,62,31,1
10,6.5,62,31.5,1
9,4.5,69,35,1
9,5,71,29,0
10,6.5,54,32.5,0
10.5,8.5,47,38.5,1
10.5,8.5,50.5,39,1
10,6,47,39,1
10,6,47,33,1
9,5,50,31.5,1
8,4.5,59.5,23,1
8,4,55,27,1
7.5,3.5,64,25,1
7,3,66,25,1
6,2,71,23,0
6,2,71,22,0
5.5,1.5,73.5,19.5,0
5,1,78.5,22,0
5,1,78.5,19.5,0
5,1,76,20,0
5,1,70,22,0
4.5,0.5,75.5,20,0
4,0.5,75,16,0
4,0,72.5,20.5,0
4,-0.5,70,23,1
5,0.5,66,25,1
5.5,1.5,63.5,26,1
6.5,1.5,66,32,0
7,3,66,31,0
7.5,4,68.5,26,1
8,4,64,27,1
8.5,4.5,64,26,0
9,5.5,56,26.5,1
9,6,56,24,1
8,5,59.5,20,1
7.5,4.5,61.5,17.5,1
7,4,66,19.5,1
7,4,66,18.5,1
6,3,71,17,0
6,3,71,16,0
5.5,2.5,76,16,0
5,2,78.5,16,0
5.5,1.5,78.5,21,0
6,3,76,19,0
6.5,3,73.5,20,0
6,2.5,84,21.5,0
7.5,4,81.5,23.5,0
9,5,82,29.5,0
9,5,87,31,1
10,7,82,28,1
11,11,82,30,1
12,12,77,30.5,1
12.5,12.5,74.5,28,0
13,13,72,28,1
13.5,13.5,69.5,27,1
13.5,13.5,67,33,1
13,13,67,25,1
13,13,67,16,1
12.5,12.5,69.5,9,1
12,12,72,12,1
12,12,72,15,1
11.5,11.5,79.5,17,1
11,11,82,16,0
11,11,82,14,0
11,11,85,17.5,0
11,11,82,19.5,0
11,11,77,18,0
11,11,77,18.5,0
11,11,77,14,0
11,11,74.5,16,0
11,11,74.5,15,0
10.5,9.5,85,17,0
10.5,9,79.5,19.5,1
11,11,77,22,1
10.5,9.5,82.5,19.5,1
11,11,85,22.5,0
11,11,82,23,0
11,11,82,27,1
11,11,82,23,1
11,11,82,28,1
11,11,77,27,1
11,11,74.5,27,1
11,11,72,27,1
11,11,77,20,1
11,11,77,23.5,1
11,11,77,29.5,0
10,6.5,82,28.5,0
10,7,82,25,0
11,11,77,26,0
8,4,66,32,0
8,4,62,33,1
9,5,58,36,1
9.5,5,58,38.5,1
10,6,56,46,0
10,6,56,47,0
9.5,5,64.5,49.5,0
9,4.5,73.5,44.5,0
9.5,4.5,69,46.5,0
9,4,71,56,0
9,4,66,51,1
9,4,71,43.5,1
9.5,5,62,46,1
9,4,62,43.5,1
8,4,62,33,0
8,3.5,62,36,0
8,3.5,57,36,0
7,3,61,27,0
7,3,66,24,0
7,3,66,26,0
6.5,2.5,68.5,22,0
6,2,71,24,0
6,3,66,15.5,0
6,4.5,71,7.5,0
6,4,73.5,9,0
7,4.5,71,14,1
6,3.5,81,12,1
6.5,3.5,78.5,14,1
7,4,68.5,17,0
6,2,71,21,0
7,3,61.5,26,1
7,3,57,23,1
8,4,50,29,1
7.5,3.5,51.5,27,1
7,3,53,23,1
6.5,2,59.5,26.5,1
6,1.5,66,29.5,1
5,1,76,23,1
5,1,78.5,24,0
6,2,71,24,0
5,0,81,26,0
5,0,81,26,0
5.5,1.5,78.5,21,0
6,2,78.5,21,0
6.5,2.5,73.5,22,0
6,2,76,23,0
6,2,76,27,0
5,1,81,24,0
5.5,1.5,78.5,24,0
6,2,76,23,1
6,2,81,23,1
7,3,76,24,1
7,3.5,76,21.5,0
7.5,4.5,71,19,0
8,5,64,19.5,1
8,5.5,66,14,1
9,6,62,19.5,1
9,6,62,21,1
8.5,5.5,60,20.5,1
8,5,62,17,1
7,4,66,15,1
7,5,61,11,1
6,4,66,11,1
5,2.5,76,10,0
5,3,76,9,0
4,1.5,81,9,0
4,1.5,81,10,0
3,0,87,10,0
3,0,87,9,0
3,2,87,6,0
3,0.5,87,8,0
3,0,87,11,0
2,-1,87,10,0
2,-0.5,87,8,1
2.5,0.5,90,8.5,1
3.5,1.5,84,7.5,1
5.5,4.5,73.5,6,1
7.5,6,64,8,0
8,6,57,9,1
8.5,6,53.5,15,1
9,7,48,13,1
8,6,53,11,1
7.5,6,55,9,1
7.5,6,55,7.5,1
7,6,57,7,1
6.5,4.5,61.5,9,1
6,4,68.5,9,0
5,3,76,9,0
5,3,76,8.5,0
5,3,81,8.5,0
5,4,81,6.5,0
4.5,3,84,7.5,0
4,2.5,87,6.5,0
3.5,0.5,87,10,0
4,1,87,13,0
4,1,87,11,0
3,0,93,12,0
3.5,0,93,15,1
4.5,1.5,90,14,1
6,3,84,18,1
5,1,84,19.5,1
5,2,81,15,0
5,1.5,81,17.5,1
5,2,81,17,1
5.5,2,78.5,18,1
6,2.5,76,20.5,1
6,2,76,21,1
6,3,76,15,1
5.5,2.5,78.5,13,1
5,2.5,81,10,1
5,3,87,7,0
5,3,84,8,0
4.5,2.5,87,8,0
3.5,1,90,10,0
2,-2.5,81,18,0
2,-2.5,81,18,0
2,-3,81,20.5,0
2,-2.5,81,18,0
1.5,-2.5,84,14,0
1,-2.5,87,13,0
1.5,-2.5,84,16,0
2,-2.5,87,18.5,1
3,-1.5,81,21.5,1
3.5,-1,78,21,1
4,0,70,22,0
4.5,-0.5,68,25,0
5.5,1.5,68,23,1
6,3,59,18,1
6.5,3,59,19.5,1
6.5,3.5,59,18.5,1
6,3,61,15,1
5.5,2.5,66,14,1
5,2,70,13,1
5,2,70,13,1
4,1.5,81,10,0
3.5,1,84,8,0
3,1,84,7.5,0
2.5,1,87,6.5,0
2,2,87,4,0
1,0,93,5,0
1,1,93,0,0
0.5,-0.5,90,5,0
1,0,87,5,0
0,0,93,2,0
0,0,93,2,0
0,-2,93,6,1
1,-1,87,7,1
2.5,0,84,8,1
4.5,4,75.5,5,1
6.5,4,66,13,0
7,4,53,17,1
7.5,4.5,55,18,1
8,5,53,16,1
7.5,4.5,53,18.5,1
6.5,3.5,59,19.5,1
6,3.5,61,13,1
5.5,3,65.5,11,1
5,2.5,70,10,1
4,1.5,81,9,1
3.5,1,84,10,0
3.5,1,84,10,0
4,2,75,8,0
4,2,75,9,0
3,0,81,11,0
3,0,81,10,0
3,0,78,10,0
3,1,75,7,0
3,1,75,7,0
2,-1,84,9,0
3,0,75,11,1
3.5,1,75,8,1
5.5,2.5,65.5,12,1
6,2,61,22,0
6.5,2.5,57,21,0
7,4,57,19,1
7,4,63.5,18,1
7,4,66,17,0
6.5,3.5,73.5,17,1
6,3,76,15,1
6,4,81,11,1
5.5,3,90,11,1
5,2.5,93,10,0
5,2.5,90,10,0
5,2.5,90,10,0
5,3,87,9,0
5,2,87,13,0
5,2,87,16,0
5,1.5,87,16,0
4.5,1.5,90,15,0
4.5,1.5,90,14,0
4,0.5,90,17,0
4,1,87,14,0
4,1,87,12,0
4,1,87,12,1
4,1,87,14,1
5,2,84,15,1
5.5,2.5,76,16,1
6.5,3.5,66,17,0
7,4,61,16,1
7,4,57,18,1
8,5,53,15,1
7.5,5,53.5,14,1
7,4,51,15,1
7,5,51,11,1
5.5,4,61.5,6.5,1
5.5,4.5,53,6.5,1
4.5,2.5,63,9,1
4,2,65,9,0
4,2,67.5,8,0
3.5,0.5,72.5,11,0
3,0,81,13,0
3,-0.5,81,12,0
3,0,81,10,0
2,-1,87,9.5,0
2,-1.5,87,12,0
2,-0.5,87,8,0
2,-1,87,11,0
2,-0.5,87,8,1
3.5,1,81,9,1
6,3,73.5,14,1
7.5,4.5,68.5,19.5,1
8,4.5,66,23,1
9,5.5,60,26,1
8.5,5,66.5,24.5,1
10,7,60,22,1
9,5.5,68.5,26,1
8.5,5,73.5,23,1
8,4,82,25,1
8,4,87,27,1
8,4,87,33,1
8.5,4.5,84.5,30.5,0
9,5,84.5,30,0
9,5,87,29,0
9.5,6.5,87.5,24,0
12,12,85,29.5,0
12,12,88,28,0
11,11,94,23,0
11,11,94,26,0
11,11,94,22,0
10.5,9,94,22,0
8.5,6,97,14,0
8,7,96.5,7,1
8,7,93,7,1
8.5,7,90,9,1
8,5.5,87,13,0
8,5,82,17,0
9,6,71,18,0
9,6,66,20.5,0
9,6,60,24,0
9,6,50,20,1
9,6,48,18,1
9,6.5,48,16,1
8,5.5,53,14,1
8,6,53,9,1
8,6,51.5,10,0
8,6,51.5,11,0
7.5,5,55,13,0
7,4,57,15,0
6,3.5,63.5,12,0
6,3.5,68.5,12,0
6,3.5,68.5,12,0
6,3,71,13,0
6,4,71,11,0
6,4,76,10,0
6,3,73.5,15,0
6,3.5,76,12,1
6,3,76,15,1
7,4,71,18,1
7,4,71,17,0
8,5,66,19,0
8,5.5,62,15,1
8.5,6.5,62,13,1
8.5,6,58,15,1
8.5,6.5,58,13,1
8,5.5,57,14,1
7.5,5.5,57,9,1
7,6.5,57,5.5,1
6,5.5,63.5,5,1
5.5,5.5,63.5,4,1
4,4,75,2,0
4,4,81,0,0
3,3,87,0,0
2,2,87,0,0
2,2,87,0,0
2,2,87,4,0
1,1,93,4,0
0.5,0.5,93,2,0
1,0,90,3,0
0.5,-0.5,90,5,0
1,1,87,4,1
1.5,1.5,87,4,1
3,2,84,6,1
5,3,81.5,8,1
7,5.5,51.5,8,0
7,5,46,11,1
7.5,6,46,7.5,1
7.5,7,44.5,5,1
7,6,42,7,1
7,5,46,10,1
6.5,5,47.5,7,1
5.5,5,51,5,1
5,5,55,4,1
4,4,61,2,1
3.5,3.5,65.5,0,0
3,3,70,4,0
2,2,75,4,0
2,2,75,2,0
1,1,84,2,0
1,-1.5,81,8,0
1,-2,81,10,0
1,-2,81,11,0
1.5,-1.5,78,10,0
2,-1,81,10,0
2.5,-1,78,13,1
3,0,75,13,1
3.5,0.5,78,13,1
3,-0.5,81,13,0
4,1,75,11,0
4.5,2,72.5,10,1
5,2,61,11,1
5,2.5,57,11,0
6,3,55,16,1
6,3.5,51,12,1
5,3,51,9,1
5,4,51,6,1
3.5,3.5,58,2,1
3.5,3.5,63,2,0
3,2.5,62.5,5,0
2,2,65,4,0
1.5,1.5,67.5,2,0
1,0,75,5,0
1,1,81,0,0
1,0,75,5,0
1,0,78,5,0
1.5,-1.5,78,9.5,0
0,-3,83.5,9,0
1,1,75,4,0
1.5,-1.5,72.5,9,1
2,-1,70,10,1
3.5,0.5,63,11,1
4.5,1.5,59,11,1
6,3,59,13,0
7,5,53,13,1
7.5,4.5,53.5,18,1
7,4,55,18,1
6,3,57,17,1
6,3,57,17,1
6,3,61,18,1
6,3,63.5,18,1
5,1,73,19,1
5,2,76,15,0
5,2,76,12,0
5,2.5,76,10,0
4.5,2,78.5,10,0
3.5,0,78,15,0
3,0,81,11,0
3,0,81,10,0
3,1,81,7,0
2,1,87,5.5,0
2,1,87,3,0
2,2,84,4,0
2.5,2.5,78,4,1
4.5,3.5,70,4.5,1
6,3.5,61,12,1
7,5,57,13,0
7.5,5.5,55,13,0
8.5,7,51.5,10,1
8,7,50,6.5,1
8,6.5,53,8,0
8,7,51.5,6.5,1
8,7,50,6,1
7,5,57,12,1
7,5,53,9,1
7,5,57,11,1
6.5,4.5,57,11,1
6,3.5,61,12,0
6,3,63.5,14,0
6,3,68.5,16,0
6,2.5,73.5,19.5,0
5,1.5,81,17,0
5,1.5,81,18,0
5.5,2.5,84,17,0
6,3,87,17,0
7,3,87,26,0
7,3,87,27,0
8,4,87,28,1
8.5,5,90,26,1
10,7,88,26,1
10,7,94,25,0
10,7,94,24,0
11,11,88,29,0
12.5,12.5,82,29,0
13,13,77,29,0
13,13,77,26,0
13,13,74.5,32.5,1
12,12,74.5,33.5,1
12,12,69.5,24,1
11,11,64.5,27,1
10.5,9,64.5,28,1
10,6.5,71,27.5,0
9.5,6.5,71,27,0
9,5.5,73.5,25,0
9,5.5,73.5,27,0
9,5.5,71,26,0
7,2.5,81.5,32.5,0
7,3,68.5,29,0
6,1.5,76,28,0
6,2,68.5,24,0
5,0,68,30,0
5,0.5,70,27,1
6,1.5,71,31.5,1
6,1,76,38,1
5,0,87,31.5,0
4.5,0.5,84,23,0
6,1,78.5,35,0
5.5,-0.5,76,45,0
6.5,1,61.5,45.5,0
6.5,1.5,63.5,37,0
7,2.5,61,35,1
7,2.5,61,31.5,1
6.5,2.5,66,24,1
6,2,68.5,25,1
6,1.5,78.5,29,0
6,1.5,76,28.5,0
6,1.5,76,29,0
7,2.5,71,32,0
7,3,73.5,30.5,0
6.5,1.5,78.5,35,0
7,2,71,38,0
6,1,61,38,0
6,1,68.5,35,0
5,0,76,28,0
5,0.5,76,26,0
4,0,75,20.5,1
5,1,70,20,1
5.5,1.5,68,19.5,1
6.5,3.5,63.5,17,1
7.5,5,57,14,0
9,6.5,50,17,1
9,6.5,46,16,1
9.5,7,52.5,18,1
9,6.5,58,18.5,1
9,7,58,15,1
8.5,6,64,15,1
8,5.5,66,14,1
7.5,5,73.5,15,1
7,4.5,76,14,1
7,4,76,17,0
7,3.5,78.5,21,0
7,3.5,87,21,0
7,3.5,90,22,0
8,5,87,19,0
7,3.5,81.5,21.5,0
6,2,78.5,27,0
5.5,1.5,76,25,0
4.5,0.5,75.5,20.5,0
3.5,-0.5,75,19,0
4,0,75,19.5,1
4.5,0.5,72.5,20,1
5.5,1.5,63.5,21,1
6.5,3,53,20,1
8,4,48,25,1
8,5,48,21,1
8,5,46,20.5,1
8.5,5.5,49.5,19.5,1
8,5,48,21,1
7.5,5,47.5,15,1
7,5,51,13,1
6,4,63.5,9,1
6,4.5,66,6.5,1
5,4.5,70,3,0
5,3.5,71,7.5,0
4,2,70,7,0
3,3,75,2,0
4,1.5,70,10,0
4,1,72.5,14,0
3,0,78,12,0
2.5,-0.5,84,11,0
2,-0.5,84,9,0
2,-1.5,81,12,0
2,-1.5,75,12,0
2,-2,75,16,1
3,-2,70,20,1
4,0,65,18.5,1
5,1,61,21,0
6,2.5,57,19.5,0
7,3.5,53,21.5,0
7,3.5,53,21,0
7,3.5,55,22,0
7,4,57,18.5,0
7,4.5,57,16.5,1
7,4,57,15,1
7,4,55,16,1
6,3.5,59,14,1
6,3.5,61,12,1
5.5,4,63.5,6.5,0
5,3,66,7,0
4,2.5,70,6.5,0
3,2,75,6,0
3,2,75,6,0
2,1,75,5,0
1.5,-1.5,78,11,0
1,-2.5,75,12,0
